district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
09,10,04,09,4096,230,329,169,486,906,599,712,665,2046,577
09,20,05,10,8024,475,628,173,1141,3350,807,728,722,3690,2692
09,20,05,11,13207,743,1218,290,1766,4722,1455,1392,1621,6485,3004
09,20,05,12,4433,228,290,112,874,1662,399,372,496,2054,1414
09,20,06,13,10704,715,738,229,1459,4388,1047,936,1192,4988,3448
09,20,06,14,3804,193,310,93,295,905,398,579,1031,1890,513
09,20,07,15,4259,423,329,48,724,1883,328,232,292,1988,1558
09,20,07,16,8373,435,639,200,1209,2598,894,1015,1383,4147,2191
09,20,07,17,9785,513,714,217,1050,3141,1138,1264,1748,4796,2014
09,20,08,18,4330,219,265,57,553,1675,482,477,602,2122,977
09,20,08,19,8588,528,774,273,909,2807,1003,959,1335,4233,1877
09,30,09,20,13253,921,1445,404,1044,3304,1636,2066,2433,6808,1711
09,30,09,21,2878,150,276,101,188,648,415,512,588,1466,344
09,30,09,22,6013,402,645,178,584,1440,617,992,1155,3104,1091
09,30,09,23,9100,744,1211,382,908,2126,1147,1339,1243,4586,1877
09,30,10,24,3776,368,341,88,396,1071,407,459,646,1969,664
09,30,10,25,11919,608,1088,347,1120,2716,1457,1987,2596,5862,1912
09,30,11,26,8376,526,653,154,532,2451,915,1113,2032,4279,1149
09,30,12,27,1852,83,152,66,111,325,224,282,609,946,84
09,30,12,28,2635,152,229,58,173,530,331,508,654,1328,196
09,40,13,29,11009,509,773,212,725,2395,1151,1809,3435,5699,972
09,40,13,30,1916,83,165,68,91,345,273,323,568,1003,119
09,40,14,31,5992,328,479,164,449,1261,513,657,2141,3295,846
09,40,14,32,1572,99,168,55,95,349,191,232,383,821,197
09,40,14,33,4478,158,300,104,418,899,461,518,1620,2308,687
09,40,15,34,7494,485,750,253,754,2274,894,980,1104,3705,1456
09,40,16,35,7059,311,641,200,365,1338,875,1471,1858,3537,380
09,50,17,36,4677,268,376,112,346,1075,555,715,1230,2418,444
09,50,17,37,14359,622,1206,389,987,2841,1823,2401,4090,7797,913
09,50,18,38,11138,631,958,319,787,2313,1370,1878,2882,5558,1130
09,50,19,39,6829,461,536,146,663,2329,724,763,1207,3453,1247
09,50,19,40,2759,170,217,60,279,954,328,339,412,1381,486
09,50,19,41,2937,160,181,33,175,870,309,405,804,1530,426
09,50,20,42,4315,248,347,112,316,1183,551,511,1047,2229,538
09,50,20,43,9147,347,638,214,650,2067,999,1450,2782,4918,690
10,10,01,01,5837,353,583,214,571,1611,667,851,987,2959,1322
10,10,01,02,3680,224,382,111,342,1058,425,480,658,1803,1031
10,10,01,03,8110,503,737,262,883,2135,768,1086,1736,3960,1622
10,10,01,04,7521,458,865,284,775,2052,925,1057,1105,3706,1243
10,10,02,05,1221,133,116,39,212,432,119,110,60,373,817
10,10,02,06,11809,755,1151,378,1225,3319,1221,1122,2638,6015,2466
10,10,02,07,8320,402,798,276,787,2367,914,1050,1726,4087,1237
10,10,02,08,10330,542,771,197,1117,2812,987,1060,2844,5104,2247
10,10,02,09,9642,637,943,303,1135,2526,976,943,2179,4774,2519
10,10,02,10,10868,594,902,323,1016,2601,1118,1122,3192,5539,1978
10,10,03,11,2670,117,212,47,357,795,272,357,513,1245,933
10,10,03,12,16216,840,1291,429,1704,4293,1614,1699,4346,8199,3779
10,10,03,13,4981,266,335,96,516,1179,500,678,1411,2430,1303
10,10,03,14,6455,291,533,208,537,1421,731,654,2080,3356,919
10,10,03,15,8228,562,765,248,898,2138,814,803,2000,4196,1787
10,10,03,16,3696,271,343,82,209,929,355,499,1008,2037,323
10,20,04,17,8063,598,1092,335,929,2342,891,971,905,4063,2433
10,20,04,18,7367,511,667,197,766,2359,690,1001,1176,3662,1658
10,20,04,19,4357,347,452,153,502,1458,430,520,495,2153,1461
10,20,04,20,9010,744,1051,298,927,2740,836,1175,1239,4500,3142
10,20,04,21,1757,93,178,56,266,569,168,189,238,883,535
10,20,04,22,7368,590,915,263,836,2219,752,897,896,3643,2967
10,20,04,23,6138,430,677,234,759,2033,699,726,580,2932,1915
10,20,05,24,11814,914,1082,322,1126,3420,1048,1936,1966,6056,2895
10,20,05,25,5380,409,680,201,487,1459,629,873,642,2670,1478
10,20,05,26,6241,451,841,280,699,1924,625,710,711,3008,2004
10,20,06,27,3689,220,311,59,297,1168,363,537,734,1821,696
10,20,06,28,6514,493,862,197,580,1945,667,929,841,3281,1517
10,20,06,29,9187,466,700,194,740,2405,839,1176,2667,4863,1385
10,20,06,30,6627,324,535,169,464,1393,595,1277,1870,3449,813
10,30,07,31,7926,333,564,185,792,1554,848,1373,2277,4034,1182
10,30,07,32,7237,487,531,163,676,1995,812,933,1640,3605,1314
10,30,07,33,5190,356,529,121,450,1496,558,622,1058,2617,1038
10,30,07,34,10606,487,1056,341,599,1887,1411,1963,2862,5409,830
10,40,08,35,7832,365,673,223,535,1514,939,1665,1918,4000,459
10,40,08,36,3981,186,319,95,297,811,481,743,1049,2013,370
10,40,08,37,7870,326,766,273,450,1331,1091,1445,2188,3991,346
10,40,09,38,10234,503,1022,275,536,1977,1283,2062,2576,5197,584
10,40,09,39,4529,225,448,107,296,1001,520,818,1114,2297,380
10,40,09,40,5847,225,518,169,299,964,763,1233,1676,2982,257
10,40,09,41,9743,456,1027,302,544,1801,1309,1909,2395,4902,458
11,10,01,01,3356,139,278,102,215,675,458,714,775,1628,229
11,10,01,02,3095,332,414,99,355,873,326,389,307,1509,988
11,10,02,03,9394,653,1048,309,900,2617,968,1363,1536,4750,2537
11,10,02,04,7463,456,726,249,784,2062,774,1087,1325,3718,2044
11,10,02,05,6304,390,583,200,612,1631,638,960,1290,3219,1752
11,10,02,06,7807,562,985,269,592,2276,780,985,1358,3988,2148
11,10,03,07,11702,636,1059,343,985,2776,1119,1706,3078,6005,2499
11,10,03,08,9886,603,1083,326,893,2558,1078,1420,1925,4838,2561
11,10,03,09,6569,421,461,180,593,1853,563,788,1710,3264,1556
11,20,04,10,10413,772,1229,310,895,2748,1146,1350,1963,5178,2873
11,20,04,11,6917,345,626,203,618,1673,794,824,1834,3529,1426
11,20,05,12,3999,239,426,156,352,811,516,562,937,2095,740
11,20,05,13,10466,637,880,291,986,3719,1263,1244,1446,5233,2734
11,20,05,14,16289,1027,1601,507,1596,4344,1814,1740,3660,8411,4256
11,20,05,15,5002,342,420,91,454,1674,479,641,901,2466,1202
11,30,06,16,5992,314,427,160,569,1799,577,610,1536,3051,1492
11,30,06,17,4407,264,256,70,353,1174,420,496,1374,2279,901
11,30,06,18,3850,241,262,51,413,1328,419,410,726,1982,1028
11,30,06,19,8889,337,526,200,1430,2661,774,922,2039,4476,2661
11,30,06,20,11346,583,942,260,1099,3512,1175,1217,2558,5762,2930
11,30,07,21,6848,437,458,131,1411,2491,685,571,664,2948,4298
11,30,07,22,10326,605,759,197,861,4002,1194,1025,1683,5254,1974
11,30,07,23,2581,197,296,88,393,848,417,228,114,1016,1570
11,30,07,24,4372,243,308,103,454,1725,505,453,581,2215,1061
11,30,07,25,10202,661,903,201,930,3988,1233,972,1314,5227,2097
11,30,08,26,10508,568,832,248,1258,3223,1022,1226,2131,5261,3016
11,40,09,27,4173,268,425,139,378,1647,696,422,198,2047,731
11,40,09,28,2933,236,224,59,293,1361,303,223,234,1414,1041
11,40,09,29,16901,1043,1306,333,1637,7556,2060,1521,1445,8140,4267
11,40,09,30,4760,241,261,55,426,1903,495,510,869,2513,698
11,40,09,31,7064,281,534,158,769,2115,730,798,1679,3466,1517
11,40,10,32,6292,355,338,98,736,2370,569,579,1247,3042,1905
11,40,10,33,6890,420,666,202,697,2227,677,692,1309,3425,1964
11,40,10,34,3379,174,289,82,315,1042,331,349,797,1739,931
11,40,11,35,11011,832,921,225,996,3252,984,1010,2791,5816,2723
11,40,11,36,8336,320,398,103,1067,2500,739,991,2218,4336,1997
11,40,11,37,9004,503,728,258,1088,2373,873,980,2201,4636,2419
11,50,12,38,4899,386,565,183,425,1709,695,449,487,2426,920
11,50,13,39,10574,752,1039,257,1151,3555,1265,1151,1404,5351,2151
11,50,13,40,11246,610,1199,351,842,2773,1478,1688,2305,5846,1418
11,50,13,41,10103,771,1194,365,898,3325,1335,1085,1130,5115,2447
12,10,01,01,11188,721,999,292,1337,3598,1277,1335,1629,5500,4069
12,10,01,02,9980,540,857,271,1309,2998,1178,1327,1500,4888,3452
12,10,01,03,7592,412,456,159,856,2344,858,1093,1414,3806,2187
12,10,02,04,9554,550,673,233,1117,3025,984,1110,1862,4857,3242
12,10,02,05,13988,806,1130,311,1547,4139,1530,1972,2553,6971,4350
12,10,02,06,4780,264,306,94,445,1388,503,770,1010,2409,1114
12,20,03,07,2804,156,189,70,330,752,353,404,550,1363,888
12,20,03,08,5868,298,416,105,539,1644,619,815,1432,2987,1690
12,20,03,09,11286,640,937,293,1561,3427,1248,1402,1778,5461,4428
12,20,03,10,8284,528,835,273,1012,2366,901,1031,1338,4053,3268
12,20,04,11,294,17,24,6,43,58,34,65,47,133,115
12,20,04,12,6518,335,520,155,533,1795,876,951,1353,2807,1511
12,20,04,13,8103,460,674,213,799,2045,980,1166,1766,4217,2070
12,20,04,14,5440,275,475,206,878,1509,657,722,718,2489,4247
12,20,05,15,11322,567,687,204,884,2848,1188,1666,3278,6040,2064
12,40,06,16,6113,291,556,186,397,968,702,1107,1906,3175,579
12,40,06,17,6704,280,585,214,484,1000,814,1338,1989,3404,430
12,40,06,18,3789,201,412,109,223,739,404,659,1042,1923,324
12,40,06,19,7726,348,713,209,607,1317,890,1263,2379,3926,632
12,40,07,20,8480,361,768,234,615,1229,1040,1428,2805,4478,555
12,40,07,21,7891,320,773,313,599,1153,973,1413,2347,4072,632
12,40,07,22,8517,327,757,271,684,1381,1017,1468,2612,4382,862
12,40,07,23,8090,382,717,210,586,1412,939,1360,2484,4245,766
12,50,08,24,9681,410,681,199,808,2198,1033,1642,2710,5192,1025
12,50,08,25,7079,365,447,118,762,2066,785,1113,1423,3475,1770
12,50,09,26,5181,234,320,65,449,1286,493,724,1610,2632,1046
12,50,09,27,6874,368,561,140,617,1430,714,1195,1849,3489,1079
12,50,09,28,5158,292,453,126,474,1054,615,822,1322,2662,668
12,50,09,29,5104,215,510,186,380,870,640,894,1409,2592,391
12,50,09,30,9873,444,742,238,949,2634,1148,1469,2249,4687,2376
12,60,10,31,3333,144,209,65,308,612,356,604,1035,1690,588
12,60,10,32,6250,475,876,262,740,1529,698,661,1009,3129,2220
12,60,11,33,11448,749,1372,494,1287,2757,1334,1298,2157,5898,3119
12,60,11,34,16006,1152,1872,577,1779,3698,1752,1858,3318,8307,4257
12,60,12,35,10610,717,1369,477,1314,2584,1253,1212,1684,5395,3325
12,60,12,36,3190,121,259,103,349,647,334,503,874,1589,660
